(no translation needed)
Head of Motsitsi
Kacheek
Picheek
Parcheek
Poocheek
Gancheek
Kacheek (sand)
Kacheek (swamp)
Kacheek (stone)
Garuru Head
Mochicchichi Head
Fenicchi Head
Manboroth Fang
Manboroth Fang
Centura Head
Darantula Head
Kanogias Cannon
Ganodias Cannon
Dettankarmen Head
Zuttankarmen Head
Babato
Pipat
Dobatto
Rappapa
Pekkora
Pekkorako
Uji
Uji
Kachindonga Head
Karcheek (Snow)
Normal
Normal
Normal
Pyopyo
Pyokora
Pyokoran
Nyontama
Gekoroth
Gekoronpa
Mofu
Mofuuru
Mofurumo
Chiku
Chikkuri
Chikurinchi
Mogyu
Mogyuun
Mogyugyu
Sabara
Baasara
Babassa
Buhyokko
Buhyonku
Puuhyonku
Fumya
Fumyaaru
Funmyaga
Wanda
Wandaba
Wandabata
Menyokki
Kisuk
Moriussoo
Chigyobi
Gyopicchi
Gyogyoppa
Uhoho
Uuhoho
Uhokkya
Mashu
Mashuro
Mashuriro
Koppen
Suppen
Supengu
Kanokko
Kanokyon
Kanodia
Gyaba
Gyabaan
Wagyanba
Dodonga Egg Lv.<N11>
Majidonga Egg Lv.<N12>
Zaknel Egg Lv.<N13>
Dokaknel Egg Lv.<N14>
Gaeen Egg Lv.<N15>
Dogaeen Egg Lv.<N16>
Ciokina Egg Lv.<N17>
Cioking Egg Lv.<N18>
Shookle Egg Lv.<N19>
Shooshookle Egg Lv.<N20>
Goruru Egg Lv.<N21>
Garuru Egg Lv.<N22>
Mochicchichi Egg Lv.<N23>
Fenicchi Egg Lv.<N24>
Manboth Egg Lv.<N25>
Manboroth Egg Lv.<N26>
Centura Egg Lv.<N27>
Darantula Egg Lv.<N28>
Kanogias Egg Lv.<N29>
Ganodias Egg Lv.<N30>
Dettankarmen Egg Lv.<N31>
Zuttankarmen Egg Lv.<N32>
Kacchindonga Egg Lv.<N33>
Karmen Egg Lv. <N34>
Sword Summit Egg Lv. <N35>
Pharamatara Egg Lv.<N36>
Ice Fortress Egg Lv.<N37>
Oasis Battle Egg Lv. <N38>
Karmen Gate Egg Lv. <N39>
Underworld Egg Lv. <N40>
ŃÇÇ
ŃÇÇ
ŃÇÇ
ŃÇÇ
ŃÇÇ
ŃÇÇ
(Yaripon) Okishi
(Tatepon) Kabon
(Yumipon) Lutecci
(Kibapon) Silba
(Dekapon) Buruch
(Megapon) Natolie
(Yaripon) Moribu
(Tatepon) Kyuro
(Yumipon) Hassh
(Kibapon) Ladodon
(Dekapon) Germa
(Megapon) Rolent
(Toripon) Neoja
(Robopon) Seren
(Mahopon) Rantan
(Yaripon) Pondere
(Tatepon) Bakun
(Yumipon) Markyu
(Kibapon) Magmag
(Dekapon) Goldon
(Megapon) Serime
(Toripon) Sibou
(Robopon) Baryun
(Mahopon) Prati
(Toripon) Artom
Evolve to Yaripon
Evolve to Tatepon
Evolve to Yumipon
Evolve to Kibapon
Evolve to Dekapon
Evolve to Megapon
Evolve to Toripon
Evolve to Robopon
Evolve to Mahopon
Blank Map
Bent Compass
Dusty Crystal
Broken Sign
Black Star
Dark Palace Model
